alpha,delta,K,errorUB
0.97,4,1,2.6432085692e-01
0.97,4,2,2.6432085506e-01
0.97,4,3,1.3953337651e-01
0.97,4,4,1.0006451597e-01
0.97,4,5,5.5655580198e-02
0.97,4,6,3.7661319278e-02
