alpha,delta,K,errorUB
0.97,3,1,2.2375865719e-01
0.97,3,2,2.2375865706e-01
0.97,3,3,1.1291491386e-01
0.97,3,4,7.8496267422e-02
0.97,3,5,3.9629851911e-02
0.97,3,6,2.6310499817e-02
