alpha,delta,K,errorUB
0.78,7,1,7.7969422359e-01
0.78,7,2,7.7969404433e-01
0.78,7,3,7.0381726589e-01
0.78,7,4,6.5972198191e-01
0.78,7,5,6.0666614891e-01
0.78,7,6,5.6725537390e-01
