alpha,delta,K,errorUB
0.83,2,1,5.4588536547e-01
0.83,2,2,5.4588536546e-01
0.83,2,3,4.4179887656e-01
0.83,2,4,3.7559963486e-01
0.83,2,5,2.9982478009e-01
0.83,2,6,2.6410078008e-01
