alpha,delta,K,errorUB
0.97,6,1,3.3943829424e-01
0.97,6,2,3.3943822428e-01
0.97,6,3,2.0039189319e-01
0.97,6,4,1.5120328827e-01
0.97,6,5,9.6889584493e-02
0.97,6,6,6.9157027873e-02
