alpha,delta,K,errorUB
0.83,6,1,6.6438862162e-01
0.83,6,2,6.6438854912e-01
0.83,6,3,5.6326936432e-01
0.83,6,4,5.0644462408e-01
0.83,6,5,4.3853547792e-01
0.83,6,6,3.9347028733e-01
