alpha,delta,K,errorUB
0.75,5,1,7.8964783209e-01
0.75,5,2,7.8964782541e-01
0.75,5,3,7.1694467023e-01
0.75,5,4,6.7416751677e-01
0.75,5,5,6.2202077577e-01
0.75,5,6,5.8551794009e-01
