alpha,delta,K,errorUB
0.97,1,1,1.3624302451e-01
0.97,1,2,1.3624302451e-01
0.97,1,3,7.2628017024e-02
0.97,1,4,4.5709089192e-02
0.97,1,5,1.6650157921e-02
0.97,1,6,1.1446509656e-02
