alpha,delta,K,errorUB
0.75,7,1,8.2749870827e-01
0.75,7,2,8.2749857947e-01
0.75,7,3,7.6463768027e-01
0.75,7,4,7.2793961336e-01
0.75,7,5,6.8341450055e-01
0.75,7,6,6.4926896252e-01
