alpha,delta,K,errorUB
0.78,1,1,6.2934983546e-01
0.78,1,2,6.2934983546e-01
0.78,1,3,5.3736211315e-01
0.78,1,4,4.7336121854e-01
0.78,1,5,4.0168504605e-01
0.78,1,6,3.6732029351e-01
