alpha,delta,K,errorUB
0.78,6,1,7.5877479087e-01
0.78,6,2,7.5877474478e-01
0.78,6,3,6.7788596947e-01
0.78,6,4,6.3087393365e-01
0.78,6,5,5.7407689821e-01
0.78,6,6,5.3378666556e-01
