alpha,delta,K,errorUB
0.75,3,1,7.4563812359e-01
0.75,3,2,7.4563812335e-01
0.75,3,3,6.6501602503e-01
0.75,3,4,6.1554391992e-01
0.75,3,5,5.5619322470e-01
0.75,3,6,5.1943720123e-01
