alpha,delta,K,errorUB
0.93,3,1,3.3200176445e-01
0.93,3,2,3.3200176425e-01
0.93,3,3,2.1600580793e-01
0.93,3,4,1.6355020312e-01
0.93,3,5,1.0290239924e-01
0.93,3,6,7.8545088422e-02
