alpha,delta,K,errorUB
0.97,5,1,3.0287256526e-01
0.97,5,2,3.0287255134e-01
0.97,5,3,1.6899377744e-01
0.97,5,4,1.2447112821e-01
0.97,5,5,7.4809362963e-02
0.97,5,6,5.1934266243e-02
