alpha,delta,K,errorUB
0.97,2,1,1.8110096605e-01
0.97,2,2,1.8110096604e-01
0.97,2,3,9.0191903701e-02
0.97,2,4,6.0238056525e-02
0.97,2,5,2.6725697234e-02
0.97,2,6,1.7688618304e-02
